	input	true_label	pred_label	pred_score
19	Acetaminophen|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Warfarin	0	1	0.9999993
20	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Testosterone	0	1	0.9999993
21	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Estradiol	0	1	0.9999993
22	Acetaminophen|CbG|CNR1|GpMF|cannabinoid receptor activity|rev_GpMF|CNR1|rev_CbG|Dronabinol	0	1	0.9999993
23	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Rifampicin	0	1	0.9999993
24	Acetaminophen|CbG|CNR1|GpMF|cannabinoid receptor activity|rev_GpMF|CNR1|rev_CbG|Rimonabant	0	1	0.99999917
25	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ritonavir	0	1	0.99999917
26	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Buprenorphine	0	1	0.99999905
27	Acetaminophen|CbG|UGT1A10|GpMF|kinase binding|rev_GpMF|SIT1|rev_GiG|ZAP70	0	1	0.99999905
28	Acetaminophen|CbG|CYP2A6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP4F12|rev_CbG|Fingolimod	0	1	0.9999989
29	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Aminosalicylic Acid	0	1	0.9999989
30	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Bromfenac	0	1	0.9999989
31	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Montelukast	0	1	0.9999989
32	Acetaminophen|CbG|CYP2D6|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Apixaban	0	1	0.9999988
33	Acetaminophen|CbG|UGT1A10|GpMF|protein kinase C binding|rev_GpMF|NELL2|rev_GiG|ATN1	0	1	0.9999987
34	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Minoxidil	0	1	0.99999857
35	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Diethylstilbestrol	0	1	0.99999845
36	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pitavastatin	0	1	0.99999833
37	Acetaminophen|CbG|TRPV1|GpMF|temperature-gated ion channel activity|rev_GpMF|TRPA1|rev_CbG|Menthol	0	1	0.9999982
38	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|SLC2A1|rev_CbG|Etomidate	0	1	0.9999982
39	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Prazosin	0	1	0.9999981
40	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Meloxicam	0	1	0.999998
41	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rosuvastatin	0	1	0.999998
42	Acetaminophen|CbG|UGT1A10|GpMF|protein kinase C binding|rev_GpMF|PKN1|rev_CbG|Sunitinib	0	1	0.999998
43	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Acetic acid	0	1	0.99999774
44	Acetaminophen|CbG|NAT2|GpMF|arylamine N-acetyltransferase activity|rev_GpMF|AANAT|GpMF|14-3-3 protein binding	0	1	0.99999774
45	Acetaminophen|CbG|CYP3A4|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP24A1|rev_CbG|Ergocalciferol	0	1	0.9999975
46	Acetaminophen|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Propofol	0	1	0.999997
47	Acetaminophen|CbG|SULT2A1|GpMF|sulfotransferase activity|rev_GpMF|CHST9|rev_GiG|LHCGR	0	1	0.99999654
48	Acetaminophen|CbG|UGT2B15|GpMF|transferase activity, transferring glycosyl groups|rev_GpMF|B3GLCT|GcG|SIRPD	0	1	0.9999964
49	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Losartan	0	1	0.99999475
50	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Alprostadil	0	1	0.99999464
51	Acetaminophen|CbG|UGT2B15|GpMF|UDP-glycosyltransferase activity|rev_GpMF|GALNT5|rev_GiG|EXT2	0	1	0.9999943
52	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Salsalate	0	1	0.99999416
53	Acetaminophen|CbG|SULT2A1|GpMF|sulfotransferase activity|rev_GpMF|CHST12|rev_CuG|Vorinostat	0	1	0.9999939
54	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Tamoxifen	0	1	0.99999285
55	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Diflunisal	0	1	0.99999285
56	Acetaminophen|CbG|UGT2B15|GpMF|transferase activity, transferring glycosyl groups|rev_GpMF|B3GLCT|GpPW|O-glycosylation of TSR domain-containing proteins	0	1	0.9999902
57	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS2|rev_CbG|Tetrahydrobiopterin	0	1	0.99998856
58	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Fluorouracil	0	1	0.9999864
59	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Carvedilol	0	1	0.99998546
60	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Valproic Acid	0	1	0.99998534
61	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Docetaxel	0	1	0.999984
62	Acetaminophen|CbG|UGT1A10|GpMF|protein kinase C binding|rev_GpMF|DACT1|GcG|PPP1R15B	0	1	0.9999814
63	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Lansoprazole	0	1	0.99997926
64	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Oxaprozin	0	1	0.99997044
65	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Verapamil	0	1	0.9999615
66	Acetaminophen|CbG|SULT1A1|GpMF|aryl sulfotransferase activity|rev_GpMF|SULT1A3|rev_GiG|SMN2	0	1	0.9999596
67	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Omeprazole	0	1	0.99994826
68	Acetaminophen|CbG|SULT1E1|GpMF|steroid sulfotransferase activity|rev_GpMF|SULT2B1|rev_GiG|PRICKLE3	0	1	0.9999479
69	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Bortezomib	0	1	0.99993956
70	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Etravirine	0	1	0.9998566
71	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Nortriptyline	0	1	0.99981886
72	Acetaminophen|CbG|SULT2A1|GpMF|sulfotransferase activity|rev_GpMF|NDST1|GcG|ARHGAP33	0	1	0.9996381
73	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Probenecid	0	1	0.99959964
74	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Thalidomide	0	1	0.9995627
75	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Furosemide	0	1	0.9995474
76	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Regorafenib	0	1	0.9994666
77	Acetaminophen|CbG|NAT2|GpMF|N-acetyltransferase activity|rev_GpMF|CDY2B|rev_GiG|CUL4A	0	1	0.999435
78	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sorafenib	0	1	0.9988432
79	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Sulfinpyrazone	0	1	0.9986866
80	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sulfasalazine	0	1	0.99818295
81	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Leflunomide	0	1	0.9925161
82	Acetaminophen|CbG|SULT2A1|GpMF|sulfotransferase activity|rev_GpMF|CHST8|GcG|PIK3R6	0	1	0.9614867
83	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Nepafenac	0	1	0.96036327
84	Acetaminophen|CbG|UGT2B15|GpMF|glucuronosyltransferase activity|rev_GpMF|CHSY3|rev_GcG|FAM78B	0	1	0.9458312
85	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Folic Acid	0	1	0.90912944
86	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Levothyroxine	0	1	0.8892609
87	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Candesartan	0	1	0.79717064
88	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rilpivirine	0	1	0.69670105
89	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cisplatin	0	1	0.5276733
90	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Diethylcarbamazine	0	0	0.3005162
91	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Olanzapine	0	0	0.28880295
92	Acetaminophen|CbG|SULT2A1|GpMF|sulfotransferase activity|rev_GpMF|CHST12|GcG|WWC3	0	0	0.27130002
93	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pravastatin	0	0	0.19953679
94	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vandetanib	0	0	0.12997279
95	Acetaminophen|CbG|UGT1A10|GpMF|protein kinase C binding|rev_GpMF|NELL2|rev_GiG|CACNA1A	0	0	0.11671674
96	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Carprofen	0	0	0.096283376
97	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nitrofurantoin	0	0	0.09411367
98	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Carboplatin	0	0	0.06641117
99	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Nateglinide	0	0	0.054826807
100	Acetaminophen|CbG|SULT1E1|GpMF|steroid sulfotransferase activity|rev_GpMF|SULT1E1|rev_CbG|Cyclizine	0	0	0.054553732
101	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cyclosporine	0	0	0.029751351
102	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Hydrocortisone	0	0	0.023514574
103	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Mycophenolate mofetil	0	0	0.020200843
104	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Zidovudine	0	0	0.016275957
105	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Lamivudine	0	0	0.013848728
106	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Pioglitazone	0	0	0.011366294
107	Acetaminophen|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2A13|rev_CbG|Methoxsalen	0	0	0.006067167
108	Acetaminophen|CbG|SULT1E1|GpMF|steroid sulfotransferase activity|rev_GpMF|SULT2B1|rev_GiG|ACYP2	0	0	0.0046491176
109	Acetaminophen|CbG|UGT1A10|GpMF|protein kinase C binding|rev_GpMF|ADD3|GcG|FAM21A	0	0	0.002009032
110	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Icosapent	0	0	0.0015209073
111	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Novobiocin	0	0	0.00024598787
112	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Saxagliptin	0	0	0.00023054496
113	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Rabeprazole	0	0	9.75815e-05
114	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Etoposide	0	0	2.2782804e-05
115	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vemurafenib	0	0	1.8473325e-05
116	Acetaminophen|CbG|TRPV1|GpMF|chloride channel regulator activity|rev_GpMF|STX7|rev_CuG|Temsirolimus	0	0	1.6229425e-05
117	Acetaminophen|CbG|UGT1A9|GpMF|retinoic acid binding|rev_GpMF|CRABP2|rev_CbG|Tretinoin	0	0	1.1507781e-05
118	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Mitoxantrone	0	0	1.1023596e-05
119	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Topotecan	0	0	8.1503185e-06
120	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Erlotinib	0	0	7.252673e-06
121	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Conjugated Estrogens	0	0	6.3647376e-06
122	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Zileuton	0	0	3.7387674e-06
123	Acetaminophen|CbG|UGT1A9|GpMF|retinoic acid binding|rev_GpMF|CYP26A1|rev_CbG|Acitretin	0	0	3.3827507e-06
124	Acetaminophen|CbG|UGT1A1|GpMF|retinoic acid binding|rev_GpMF|CRABP2|rev_CbG|Alitretinoin	0	0	3.2262064e-06
125	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Irinotecan	0	0	3.1144564e-06
126	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Dapsone	0	0	2.9788239e-06
127	Acetaminophen|CbG|TRPV1|GpMF|temperature-gated ion channel activity|rev_GpMF|TRPA1|rev_CbG|Antipyrine	0	0	2.753095e-06
128	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Liotrix	0	0	1.7755883e-06
129	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Daunorubicin	0	0	1.6333437e-06
130	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Nilotinib	0	0	1.195557e-06
131	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Digoxin	0	0	1.106788e-06
132	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Clofarabine	0	0	1.0540457e-06
133	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Saquinavir	0	0	1.0047643e-06
134	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pazopanib	0	0	9.953814e-07
135	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Trisalicylate-choline	0	0	9.623997e-07
136	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Dihomo-gamma-linolenic acid	0	0	8.738472e-07
137	Acetaminophen|CbG|CNR1|GpMF|cannabinoid receptor activity|rev_GpMF|GPR55|rev_CbG|Bisacodyl	0	0	7.97652e-07
138	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vincristine	0	0	7.717194e-07
139	Acetaminophen|CbG|CYP2D6|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2J2|rev_CbG|Levomilnacipran	0	0	7.502444e-07
140	Acetaminophen|CbG|NAT2|GpMF|arylamine N-acetyltransferase activity|rev_GpMF|NAT1|rev_CbG|Sulfamethoxazole	0	0	7.156676e-07
141	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cladribine	0	0	6.924572e-07
142	Acetaminophen|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Pyruvic acid	0	0	6.622594e-07
143	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dasatinib	0	0	5.8962496e-07
144	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Ponatinib	0	0	5.687731e-07
145	Acetaminophen|CbG|PTGS2|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Lumiracoxib	0	0	5.351371e-07
146	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Silodosin	0	0	5.2778444e-07
147	Acetaminophen|CbG|UGT2B15|GpMF|glucuronosyltransferase activity|rev_GpMF|CHPF2|rev_CuG|Gemcitabine	0	0	5.064064e-07
148	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Paclitaxel	0	0	4.6551855e-07
149	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Salicylate-sodium	0	0	4.5894822e-07
150	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Doxorubicin	1	0	4.0285008e-07
151	Acetaminophen|CbG|SULT2A1|GpMF|transferase activity, transferring sulfur-containing groups|rev_GpMF|OXCT2|rev_CbG|Succinic acid	0	0	3.9170064e-07
152	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Rosiglitazone	0	0	3.6998358e-07
153	Acetaminophen|CbG|CNR1|GpMF|cannabinoid receptor activity|rev_GpMF|CNR1|rev_CbG|Nabilone	0	0	3.603099e-07
154	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Oxaliplatin	0	0	3.5251665e-07
155	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Afatinib	0	0	3.1469622e-07
156	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Estrone	0	0	3.1462267e-07
157	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dactinomycin	0	0	3.0097874e-07
158	Acetaminophen|CbG|ABCB1|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Methotrexate	0	0	2.806271e-07
159	Acetaminophen|CbG|CYP2D6|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2J2|rev_CbG|Astemizole	0	0	2.6723694e-07
160	Acetaminophen|CbG|PTGS1|GpMF|prostaglandin-endoperoxide synthase activity|rev_GpMF|PTGS1|rev_CbG|Niflumic Acid	0	0	2.5674595e-07
161	Acetaminophen|CbG|TRPV1|GpMF|substrate-specific channel activity|rev_GpMF|KCNQ5|rev_CbG|Guanidine	0	0	2.5586868e-07
0	Acetylcysteine|CbG|GRIN1|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|GLRA1|rev_CbG|Sevoflurane	0	1	0.99999964
1	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Rifampicin	0	1	0.9999994
2	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Ibuprofen	0	1	0.99999917
3	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|GSS|GpMF|glycine binding	0	1	0.9999988
4	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Losartan	0	1	0.9999988
5	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|ACY1|GpMF|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0	1	0.99999845
6	Acetylcysteine|CbG|GRIN2D|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|GRIK4|rev_CbG|Topiramate	0	1	0.99999833
7	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Iloprost	0	1	0.99999833
8	Acetylcysteine|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Salicylic acid	1	1	0.99999654
9	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Pitavastatin	0	1	0.9999964
10	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Probenecid	0	1	0.9999962
11	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|SLC7A11|GpMF|sulfur amino acid transmembrane transporter activity	0	1	0.9999957
12	Acetylcysteine|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Levothyroxine	0	1	0.9999943
13	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|CHUK|GpMF|phosphotransferase activity, alcohol group as acceptor	0	1	0.9999918
14	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO1A2|rev_CbG|Ketoconazole	0	1	0.99999106
15	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO1C1|rev_CbG|Liotrix	0	1	0.99998724
16	Acetylcysteine|CbG|GRIN2B|GpMF|glycine binding|rev_GpMF|GLRB|rev_CbG|Desflurane	0	1	0.999985
17	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|SLC22A6|GpMF|sodium-independent organic anion transmembrane transporter activity	0	1	0.9999794
18	Acetylcysteine|rev_PCiC|Increased Glutathione Concentration|PCiC|Acetylcysteine|CbG|GRIN1	0	1	0.9999465
19	Acetylcysteine|rev_PCiC|Reduction Activity|PCiC|Acetylcysteine|CbG|ACY1|GpMF|aminoacylase activity	0	1	0.999928
20	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Atorvastatin	0	1	0.99990714
21	Acetylcysteine|rev_PCiC|Increased Glutathione Concentration|PCiC|Acetylcysteine|CbG|ACY1|GpMF|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0	1	0.99987185
22	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Liothyronine	0	1	0.9997367
23	Acetylcysteine|rev_PCiC|Increased Glutathione Concentration|PCiC|Acetylcysteine|rev_PCiC|Reduction Activity	0	1	0.999632
24	Acetylcysteine|CbG|SLC7A11|GpMF|sulfur amino acid transmembrane transporter activity|rev_GpMF|SLC7A11|rev_CbG|Sulfasalazine	0	1	0.99958354
25	Acetylcysteine|CbG|GRIN2D|GpMF|extracellular ligand-gated ion channel activity|rev_GpMF|GLRA1|rev_CbG|Isoflurane	0	1	0.9995277
26	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Latanoprost	0	1	0.99951875
27	Acetylcysteine|CbG|SLC7A11|GpMF|sulfur compound transmembrane transporter activity|rev_GpMF|SLC19A2|rev_CbG|Thiamine	0	1	0.99946445
28	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Montelukast	0	1	0.9992193
29	Acetylcysteine|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Sulfinpyrazone	0	1	0.9989151
30	Acetylcysteine|CbG|IKBKB|GpMF|IkappaB kinase activity|rev_GpMF|CHUK|GpPW|EBV LMP1 signaling	0	1	0.99850047
